Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg,bmi,bsa_mosteller,fat_mass_kg,lean_mass_kg,fat_mass_index,ffmi,waist_hip_ratio,waist_height_ratio,body_adiposity_index,conicity_index,abdominal_volume_index,waist_neck_ratio,upper_lower_limb_ratio,calf_thigh_ratio,arm_trunk_ratio,forearm_upper_arm_ratio,shoulder_waist_ratio,hip_waist_difference,chest_waist_ratio,frame_size_index,relative_muscle_mass,muscle_to_fat_ratio,skeletal_muscle_index,bicep_to_wrist_ratio,calf_muscle_index
66.0,f,145.0,60.0,16.0,110.0,108.0,32.0,36.9,67.0,42.3,28.0,95.8,41.6,21.0,36.0,49.0,,28.53745541022592,1.5545631755148024,29.4,30.6,13.9833531510107,14.55410225921522,1.0185185185185186,0.7586206896551724,43.8545643048546,156.88252229965897,24.2028,3.4375,0.5507462686567164,0.6313432835820895,0.33545454545454545,0.7588075880758808,0.3781818181818182,-2.0,0.8709090909090909,11.03448275862069,,,,2.25,29.172413793103445
54.0,Male,160.1,78.0,18.0,115.0,120.0,38.0,34.0,,34.0,26.5,131.8,46.0,25.0,30.0,35.0,36.3,30.430699738334997,1.8624804249530607,27.299999999999997,50.7,10.650744908417249,19.77995482991775,0.9583333333333334,0.7183010618363523,41.237162611793494,151.15402178518136,26.4675,3.026315789473684,,,0.2956521739130435,0.7794117647058824,0.4,5.0,1.1460869565217393,11.242973141786385,46.53846153846153,1.3296703296703296,14.161979493609747,1.6666666666666667,21.236727045596503
63.0,M,175.0,76.0,16.9,90.0,103.0,42.0,25.0,68.0,44.0,30.0,110.0,339.0,24.7,42.1,15.0,21.9,24.816326530612244,1.922093765778466,11.4,64.6,3.722448979591837,21.093877551020405,0.8737864077669902,0.5142857142857142,26.491817965657603,125.2934130275678,16.3183,2.142857142857143,0.36764705882352944,0.6470588235294118,0.2777777777777778,1.2,3.7666666666666666,13.0,1.2222222222222223,9.657142857142857,28.815789473684212,1.9210526315789471,7.151020408163265,2.49112426035503,25.142857142857146
31.0,male,,87.0,17.0,114.5,102.0,37.0,32.7,59.0,40.0,30.6,95.0,44.1,21.0,35.0,21.0,35.2,,,18.27,68.73,,,1.1225490196078431,,,,26.329875,3.0945945945945947,0.5542372881355933,0.6779661016949152,0.28558951965065504,0.9357798165137614,0.3851528384279476,-12.5,0.8296943231441049,,40.459770114942536,1.9266557197591683,,2.0588235294117645,
48.0,F,154.6,35.0,14.3,124.0,103.0,30.0,25.0,59.0,36.3,24.0,83.0,36.0,19.4,31.6,30.0,15.4,14.643640727060946,1.2259916621068658,10.5,24.5,4.393092218118284,10.250548508942662,1.203883495145631,0.8020698576972833,35.58250218362837,239.09247617496942,31.0607,4.133333333333334,0.423728813559322,0.6152542372881356,0.20161290322580644,0.96,0.2903225806451613,-21.0,0.6693548387096774,9.2496765847348,44.0,1.4666666666666668,6.443201919906817,2.2097902097902096,23.479948253557566
35.0,Female,154.0,58.9,16.0,109.0,102.0,34.0,30.0,48.0,39.2,25.0,75.5,35.0,20.0,26.0,45.0,23.9,24.835554056333276,1.5873282934261304,26.505,32.394999999999996,11.175999325349975,13.6595547309833,1.0686274509803921,0.7077922077922078,35.372689825057655,161.69727946615927,23.7963,3.2058823529411766,0.625,0.8166666666666668,0.27522935779816515,0.8333333333333334,0.3211009174311927,-7.0,0.6926605504587156,10.38961038961039,40.57724957555178,0.901716657234484,10.077584752909427,1.625,25.454545454545457
28.0,female,170.0,57.0,16.0,100.8,98.6,31.7,30.0,46.0,39.2,26.8,99.0,,19.0,25.0,22.0,26.0,19.723183391003463,1.6406299603099619,12.540000000000001,44.46,4.3391003460207624,15.3840830449827,1.0223123732251522,0.5929411764705882,26.483969353147486,159.7059391590962,20.324668,3.1798107255520502,0.6521739130434783,0.8521739130434783,0.2976190476190476,0.8933333333333333,,-2.200000000000003,0.9821428571428572,9.411764705882353,45.614035087719294,2.073365231259968,8.996539792387544,1.5625,23.058823529411768
74.0,male,172.0,85.0,19.0,115.0,115.0,44.0,29.0,23.2,31.1,31.0,91.0,38.5,23.6,,23.1,40.1,28.73174689021093,2.015219866692245,19.635,65.365,6.637033531638725,22.0947133585722,1.0,0.6686046511627907,32.98062671002772,150.08113416272525,26.45,2.6136363636363638,1.25,1.3405172413793105,0.25217391304347825,1.0689655172413792,0.3347826086956522,0.0,0.7913043478260869,11.046511627906977,47.1764705882353,2.0422714540361597,13.554624121146567,,18.08139534883721
69.0,male,175.0,82.0,16.5,106.0,103.6,36.0,,52.5,34.9,34.0,105.8,48.1,25.0,34.1,16.0,35.0,26.775510204081634,1.9965247584518233,13.120000000000001,68.88,4.284081632653062,22.49142857142857,1.0231660231660231,0.6057142857142858,26.750993604292496,142.06642944454683,22.476032,2.9444444444444446,,0.6647619047619048,,,0.4537735849056604,-2.4000000000000057,0.9981132075471698,9.428571428571429,42.68292682926829,2.667682926829268,11.428571428571429,2.066666666666667,19.942857142857143
30.0,m,178.3,84.0,15.0,93.0,98.9,39.7,28.0,58.9,40.0,29.0,90.0,42.0,25.0,39.0,24.0,22.0,26.422663851185035,2.039689518856567,20.16,63.84,6.3414393242844085,20.081224526900627,0.9403437815975733,0.5215928210880538,23.54026634948486,124.30611091327701,17.322367,2.34256926952141,0.47538200339558573,0.6791171477079796,0.3010752688172043,1.0357142857142858,0.45161290322580644,5.900000000000006,0.967741935483871,8.412787436904095,26.190476190476193,1.0912698412698412,6.920221484834176,2.6,22.434099831744252
64.0,f,150.0,41.0,15.0,86.4,95.0,30.0,332.0,71.0,39.0,27.0,101.0,35.0,222.0,36.0,26.5,,18.22222222222222,1.3070322617798436,10.865,30.134999999999998,4.828888888888889,13.393333333333333,0.9094736842105263,0.5760000000000001,33.711450125422644,151.6145725009333,14.981692000000002,2.8800000000000003,4.676056338028169,0.5492957746478874,3.8425925925925926,0.08132530120481928,0.40509259259259256,8.599999999999994,1.1689814814814814,10.0,,,,2.4,26.0
41.0,male,167.0,153.0,18.2,147.0,140.0,49.0,60.0,69.0,41.0,33.0,111.6,43.0,23.7,47.0,40.0,77.4,54.86033920183585,2.6641133609514442,61.2,91.8,21.94413568073434,32.91620352110151,1.05,0.8802395209580839,46.871408715436615,140.89752259753993,43.252300000000005,3.0,0.8695652173913043,0.5942028985507246,0.40816326530612246,0.55,0.2925170068027211,-7.0,0.7591836734693878,10.89820359281437,50.58823529411766,1.2647058823529411,27.752877478575787,2.5824175824175826,24.550898203592812
43.0,f,169.0,129.0,16.7,80.0,173.1,38.8,47.7,55.0,45.0,26.0,88.0,35.8,22.0,36.0,59.8,,45.16648576730507,2.4608602831801187,77.142,51.858000000000004,27.00955848884843,18.15692727845664,0.4621606008087811,0.47337278106508873,60.7892580791989,84.00632500721548,18.867326999999996,2.061855670103093,0.8672727272727273,0.8181818181818182,0.5962500000000001,0.5450733752620545,0.44749999999999995,93.1,1.1,9.881656804733728,,,,2.155688622754491,26.627218934911244
43.0,MALE,155.0,91.6,20.0,119.0,102.8,43.0,45.0,66.2,40.0,331.0,166.8,48.7,23.5,40.7,25.0,,38.126951092611854,1.9859226794839946,22.9,68.69999999999999,9.531737773152964,28.59521331945889,1.1575875486381324,0.7677419354838709,35.27157871688831,142.0164249380606,28.505708,2.7674418604651163,0.6797583081570997,0.6042296072507553,0.37815126050420167,7.355555555555555,0.40924369747899164,-16.200000000000003,1.4016806722689077,12.903225806451612,,,,2.035,25.806451612903224
50.0,M,167.5,85.0,20.0,95.0,105.0,39.0,40.0,54.5,33.9,34.0,109.8,43.0,21.0,53.0,39.0,,30.296279795054577,1.9886832606302873,33.15,51.85,11.815549120071285,18.480730674983292,0.9047619047619048,0.5671641791044776,30.43586744779514,122.34748608302901,18.12,2.4358974358974357,0.7339449541284404,0.6220183486238532,0.42105263157894735,0.85,0.45263157894736844,10.0,1.1557894736842105,11.940298507462686,,,,2.65,20.238805970149254
39.0,M,184.0,111.3,19.0,105.0,45.6,39.0,34.0,60.0,43.6,32.2,114.0,48.0,23.0,37.0,31.0,47.8,32.87452741020794,2.3850925907953067,34.503,76.797,10.19110349716446,22.683423913043477,2.302631578947368,0.5706521739130435,0.26998152354160254,123.8580192554253,24.519852,2.6923076923076925,0.5666666666666667,0.7266666666666667,0.3238095238095238,0.9470588235294118,0.45714285714285713,-59.4,1.0857142857142856,10.326086956521738,42.94699011680144,1.3853867779613367,14.118620037807181,1.9473684210526316,23.695652173913047
29.0,F,156.2,76.0,15.0,61.0,112.1,35.6,37.0,65.0,45.0,27.0,105.0,39.0,21.0,29.7,48.0,39.1,31.14953251109498,1.8159172766278633,36.48,39.52,14.951775605325588,16.19775690576939,0.5441570026761821,0.3905249679897568,39.42276071999398,80.23004867766754,9.269847,1.7134831460674156,0.5692307692307692,0.6923076923076923,0.6065573770491803,0.7297297297297297,0.639344262295082,51.099999999999994,1.721311475409836,9.603072983354673,51.44736842105263,1.0718201754385965,16.0256147524186,1.98,28.809218950064025
24.0,female,170.0,85.0,15.0,99.0,107.4,36.0,35.0,56.8,36.0,27.9,95.0,38.0,20.0,31.0,10.0,36.3,29.411764705882355,2.0034692133618845,8.5,76.5,2.9411764705882355,26.47058823529412,0.9217877094972067,0.5823529411764706,30.45414106012211,128.44691988526276,19.651392,2.75,0.6161971830985916,0.6338028169014085,0.35353535353535354,0.7971428571428572,0.3838383838383838,8.400000000000006,0.9595959595959596,8.823529411764707,42.705882352941174,4.270588235294118,12.560553633217994,2.066666666666667,21.176470588235293
24.0,m,168.0,78.0,18.0,104.0,128.7,39.7,41.0,60.0,35.0,26.9,34.8,43.0,10.2,39.1,31.0,36.0,27.636054421768712,1.9078784028338913,24.18,53.82,8.5671768707483,19.06887755102041,0.8080808080808082,0.6190476190476191,41.10369386940842,140.02777268505625,22.059063,2.619647355163728,0.6833333333333333,0.5833333333333334,0.3942307692307692,0.6560975609756097,0.41346153846153844,24.69999999999999,0.3346153846153846,10.714285714285714,46.15384615384615,1.488833746898263,12.755102040816329,2.1722222222222225,20.833333333333336
55.0,m,172.3,96.0,20.0,106.0,112.0,35.0,43.0,58.0,40.0,28.1,106.0,41.3,25.0,36.3,25.9,40.3,32.33707084749062,2.1435173586109975,24.864,71.136,8.375301349500072,23.961769497990552,0.9464285714285714,0.6152060359837492,31.52107987460937,130.28259175043905,22.4972,3.0285714285714285,0.7413793103448276,0.6896551724137931,0.4056603773584906,0.6534883720930232,0.38962264150943393,6.0,1.0,11.607661056297156,41.979166666666664,1.6208172458172456,13.574832866186167,1.815,23.21532211259431
70.0,F,155.0,77.0,16.0,95.0,114.0,38.0,40.0,60.0,39.0,25.0,95.0,35.0,20.0,26.0,43.0,36.4,32.04994797086368,1.8207904266493105,33.11,43.89,13.781477627471382,18.2684703433923,0.8333333333333334,0.6129032258064516,41.07548612573217,123.65668333016883,18.3027,2.5,0.6666666666666666,0.65,0.42105263157894735,0.625,0.3684210526315789,19.0,1.0,10.32258064516129,47.27272727272727,1.0993657505285412,15.150884495317376,1.625,25.161290322580644
72.0,F,165.0,86.0,,119.0,175.0,28.7,30.0,,38.7,25.0,116.2,37.1,24.0,34.0,32.0,32.7,31.58861340679523,1.9853631070075486,27.52,58.480000000000004,10.108356290174473,21.480257116620756,0.68,0.7212121212121212,64.56806983531305,151.22138451070938,30.5172,4.146341463414634,,,0.25210084033613445,0.8333333333333334,0.31176470588235294,56.0,0.9764705882352941,,38.0232558139535,1.1882267441860466,12.01101928374656,,23.454545454545457
58.0,male,182.0,79.0,18.7,111.4,116.0,38.2,32.8,65.0,35.0,27.0,107.0,47.6,23.8,47.0,18.0,34.2,23.849776597029344,1.9984716382498124,14.219999999999999,64.78,4.292959787465281,19.55681680956406,0.960344827586207,0.6120879120879121,29.244461941037216,155.124659506001,24.834732000000002,2.9162303664921465,0.5046153846153846,0.5384615384615384,0.2944344703770197,0.8231707317073171,0.42728904847396765,4.599999999999994,0.9605026929982046,10.274725274725274,43.29113924050633,2.405063291139241,10.324839995169665,2.5133689839572195,19.230769230769234
49.0,male,177.6,103.0,18.0,125.5,111.9,38.0,40.0,,39.0,30.0,154.0,50.0,26.2,37.4,46.0,45.8,32.655121337553766,2.2541813000141167,47.38,55.62,15.021355815274735,17.633765522279035,1.1215370866845398,0.7066441441441441,29.278712836781835,151.1889657887797,31.629972000000002,3.3026315789473686,,,0.3187250996015936,0.75,0.398406374501992,-13.599999999999994,1.2270916334661355,10.135135135135135,44.46601941747573,0.966652596032081,14.520432594756917,2.0777777777777775,21.95945945945946
41.0,Female,164.0,35.0,15.3,90.0,107.0,27.0,20.0,46.0,34.0,23.0,100.0,36.0,221.0,29.0,52.0,,13.013087447947653,1.2627131283250541,18.2,16.8,6.766805472932779,6.246281975014873,0.8411214953271028,0.5487804878048781,32.9469284209782,178.7326577445686,16.4023,3.3333333333333335,0.43478260869565216,0.7391304347826086,0.2222222222222222,1.15,0.4,17.0,1.1111111111111112,9.329268292682928,,,,1.8954248366013071,20.73170731707317
48.0,m,180.0,102.0,17.4,79.0,106.0,40.1,40.6,71.0,42.0,33.1,106.0,40.3,24.3,38.0,23.8,46.1,31.48148148148148,2.258317958127243,24.276000000000003,77.72399999999999,7.492592592592593,23.988888888888884,0.7452830188679245,0.4388888888888889,25.893186224995873,96.2801504004599,12.992299999999998,1.970074812967581,0.571830985915493,0.5915492957746479,0.5139240506329114,0.8152709359605912,0.510126582278481,27.0,1.3417721518987342,9.666666666666666,45.19607843137255,1.8989948920744766,14.228395061728394,2.1839080459770117,23.333333333333332
21.0,FEMALE,166.0,73.0,14.4,60.1,,30.0,32.0,60.0,38.0,29.0,,36.2,21.3,22.0,37.0,,26.491508201480624,1.8346964629363385,27.009999999999998,45.99,9.80185803454783,16.689650166932793,,0.36204819277108435,,83.14585202147086,,2.0033333333333334,0.5333333333333333,0.6333333333333333,0.5324459234608985,0.90625,0.6023294509151415,,,8.674698795180722,,,,1.5277777777777777,22.89156626506024
26.0,female,160.0,54.2,14.4,81.0,125.9,33.0,30.0,57.0,34.9,26.0,89.0,36.0,18.0,35.9,28.5,28.3,21.171874999999996,1.5520595635763754,15.447,38.753,6.033984374999998,15.137890624999997,0.6433677521842732,0.50625,44.20793084612483,127.67882255630158,14.533207,2.4545454545454546,0.5263157894736842,0.612280701754386,0.37037037037037035,0.8666666666666667,0.4444444444444444,44.900000000000006,1.0987654320987654,9.0,52.2140221402214,1.8320709522884704,11.054687499999998,2.4930555555555554,21.8125
37.0,Female,154.0,51.0,,106.0,,34.0,30.0,49.0,33.0,23.1,105.0,37.0,19.0,25.0,32.0,20.1,21.504469556417607,1.4770466027403018,16.32,34.68,6.881430258053635,14.623039298363974,,0.6883116883116883,,168.98752281756285,,3.1176470588235294,0.6122448979591837,0.673469387755102,0.2830188679245283,0.77,0.3490566037735849,,0.9905660377358491,,39.411764705882355,1.2316176470588236,8.475290942823412,,21.428571428571427
25.0,F,59.1,50.0,14.7,93.0,75.0,32.3,35.0,57.0,31.5,26.0,108.0,35.0,20.0,22.0,15.0,15.9,143.1512163558854,0.9059985283284588,7.5,42.5,21.47268245338281,121.67853390250258,1.24,1.5736040609137056,147.07451960269157,92.76095023986791,17.5248,2.879256965944273,0.6140350877192983,0.5526315789473685,0.3763440860215054,0.7428571428571429,0.3763440860215054,-18.0,1.1612903225806452,24.873096446700504,31.8,2.12,45.522086801171554,1.4965986394557824,53.29949238578679
51.0,Male,180.0,93.0,19.0,90.0,122.7,43.1,32.0,55.0,35.0,34.0,90.1,47.0,27.0,39.0,20.0,48.9,28.703703703703702,2.1563858652847827,18.6,74.4,5.7407407407407405,22.962962962962962,0.7334963325183373,0.5,32.80843348874522,114.87110261949123,16.948503000000002,2.088167053364269,0.5818181818181818,0.6363636363636364,0.35555555555555557,1.0625,0.5222222222222223,32.7,1.001111111111111,10.555555555555555,52.58064516129032,2.629032258064516,15.092592592592592,2.0526315789473686,19.444444444444446
53.0,female,160.0,89.0,,106.5,112.0,36.3,36.0,61.9,37.0,24.1,104.8,35.0,22.2,33.0,53.3,,34.76562499999999,1.9888578520235065,47.43699999999999,41.56300000000001,18.530078124999992,16.235546875,0.9508928571428571,0.665625,37.33985905294663,131.0050682860551,22.705675,2.9338842975206614,0.5815831987075929,0.5977382875605816,0.3380281690140845,0.6694444444444445,0.3286384976525822,5.5,0.984037558685446,,,,,,23.125
41.0,Male,179.0,67.0,17.0,105.0,97.5,35.3,30.8,55.8,40.0,29.0,99.0,41.5,30.0,32.0,42.0,32.7,20.91070815517618,1.8252092726284537,28.14,38.86,8.782497425173997,12.128210730002184,1.0769230769230769,0.5865921787709497,22.712246672242323,157.4533536568432,22.089375,2.974504249291785,0.5519713261648745,0.7168458781362007,0.29333333333333333,0.9415584415584415,0.3952380952380952,-7.5,0.9428571428571428,9.497206703910614,48.80597014925374,1.1620469083155651,10.205673980212854,1.8823529411764706,22.3463687150838
42.0,Female,185.0,,14.0,77.0,76.4,27.0,29.0,36.3,35.0,21.0,84.0,36.3,20.0,25.0,25.0,13.6,,,,,,,1.007853403141361,0.41621621621621624,12.36237682592806,,11.858252,2.8518518518518516,0.7988980716253444,0.9641873278236915,0.37662337662337664,0.7241379310344828,0.4714285714285714,-0.5999999999999943,1.0909090909090908,7.567567567567568,,,3.973703433162892,1.7857142857142858,18.91891891891892
48.0,F,167.0,115.2,17.0,141.0,111.0,36.0,42.0,,41.0,31.0,108.6,44.0,23.4,34.0,45.0,55.7,41.30660834020582,2.3117093242879823,51.84,63.36,18.58797375309262,22.7186345871132,1.2702702702702702,0.844311377245509,33.43375976723903,155.74876468109971,40.392,3.9166666666666665,,,0.2978723404255319,0.7380952380952381,0.3120567375886525,-30.0,0.7702127659574468,10.179640718562874,48.35069444444445,1.0744598765432098,19.972031983936322,2.0,24.550898203592812
67.0,FEMALE,172.2,80.0,16.0,127.0,108.0,35.9,36.5,56.0,41.0,23.8,68.0,34.1,23.0,30.0,30.0,39.4,26.978866105236463,1.9561867668161612,24.0,56.0,8.093659831570939,18.885206273665524,1.1759259259259258,0.7375145180023229,29.79407214556229,170.94200875159575,32.5107,3.537604456824513,0.6517857142857143,0.7321428571428571,0.2874015748031496,0.6520547945205479,0.268503937007874,-19.0,0.5354330708661418,9.291521486643438,49.25,1.6416666666666666,13.287091556828958,1.875,23.80952380952381
39.0,MALE,165.0,130.0,,155.0,116.6,44.2,55.0,60.0,39.0,,119.0,43.5,25.0,39.0,45.0,45.0,47.75022956841139,2.4409697526461347,58.5,71.5,21.487603305785125,26.262626262626267,1.3293310463121784,0.9393939393939394,37.0139253874143,160.20478969378303,49.082192000000006,3.506787330316742,0.9166666666666666,0.65,0.3548387096774194,,0.2806451612903226,-38.400000000000006,0.7677419354838709,,34.61538461538461,0.7692307692307693,16.528925619834713,,23.636363636363637
54.0,m,180.0,112.1,7.4,128.0,123.8,44.0,35.0,65.0,40.0,30.0,93.0,45.0,23.0,37.6,42.9,51.5,34.59876543209876,2.367488120350343,48.0909,64.00909999999999,14.842870370370369,19.755895061728392,1.0339256865912763,0.7111111111111111,33.26392881749518,148.80479228318944,32.780348,2.909090909090909,0.5384615384615384,0.6153846153846154,0.2734375,0.8571428571428571,0.3515625,-4.200000000000003,0.7265625,4.111111111111112,45.94112399643176,1.0708886712454955,15.89506172839506,5.081081081081081,22.22222222222222
54.0,m,180.0,112.1,7.4,127.2,123.8,44.0,35.0,65.0,40.8,30.0,93.0,45.0,23.0,37.6,42.9,52.5,34.59876543209876,2.367488120350343,48.0909,64.00909999999999,14.842870370370369,19.755895061728392,1.0274636510500808,0.7066666666666667,33.26392881749518,147.8747623314195,32.367772,2.890909090909091,0.5384615384615384,0.6276923076923077,0.2751572327044025,0.8571428571428571,0.35377358490566035,-3.4000000000000057,0.7311320754716981,4.111111111111112,46.83318465655665,1.0916826260269614,16.203703703703702,5.081081081081081,22.666666666666664
23.0,MALE,182.2,93.0,20.0,83.0,100.0,39.0,25.0,66.8,43.0,29.0,1109.0,39.7,23.0,41.0,26.4,40.1,28.014714653563413,2.169523757264099,24.552,68.44800000000001,7.395884668540742,20.618829985022675,0.83,0.455543358946213,22.660942490663466,106.58210822901464,13.9803,2.128205128205128,0.37425149700598803,0.6437125748502994,0.30120481927710846,1.16,0.47831325301204825,17.0,13.36144578313253,10.976948408342482,43.11827956989248,1.6332681655262302,12.079462985031107,2.05,23.600439077936336
43.0,FEMALE,161.0,82.0,16.0,120.0,,33.7,24.0,71.1,41.0,20.0,113.0,38.5,21.1,32.0,49.0,32.6,31.634581999151262,1.9149992747315134,40.18,41.82,15.50094517958412,16.133636819567144,,0.7453416149068323,,154.2626401663336,,3.560830860534124,0.3375527426160338,0.5766526019690578,0.2,0.8333333333333334,0.32083333333333336,,0.9416666666666667,9.937888198757763,39.75609756097561,0.8113489298158288,12.576675282589406,2.0,25.465838509316768
70.0,Female,155.0,57.0,14.5,84.0,84.0,31.0,35.0,55.0,38.0,23.2,86.0,36.4,20.0,24.0,31.0,,23.725286160249738,1.56657801167598,17.669999999999998,39.33,7.354838709677417,16.370447450572318,1.0,0.5419354838709678,25.529305566328965,127.08117139621662,14.112,2.7096774193548385,0.6363636363636364,0.6909090909090909,0.4166666666666667,0.6628571428571428,0.4333333333333333,0.0,1.0238095238095237,9.35483870967742,,,,1.6551724137931034,24.516129032258064
44.0,f,159.2,91.2,16.0,56.3,134.0,33.0,38.0,,43.0,25.0,90.7,42.8,21.0,36.8,35.0,31.3,35.98393979950002,2.0082496524751763,31.919999999999998,59.28,12.594378929825007,23.389560869675016,0.42014925373134326,0.353643216080402,48.7098867329337,68.24266986621947,10.565483,1.706060606060606,,,0.674955595026643,0.6578947368421053,0.7602131438721137,77.7,1.6110124333925402,10.050251256281408,34.32017543859649,0.980576441102757,12.349751268907355,2.3,27.010050251256285
48.0,Female,159.0,86.0,15.1,89.0,115.0,35.0,40.0,86.2,39.0,27.0,131.0,40.1,21.4,22.0,51.0,,34.01764170721095,1.948931331097464,43.86,42.14,17.348997270677582,16.668644436533363,0.7739130434782608,0.559748427672956,39.35907695445695,111.02297106955899,16.3152,2.5428571428571427,0.46403712296983757,0.4524361948955916,0.449438202247191,0.675,0.450561797752809,26.0,1.4719101123595506,9.49685534591195,,,,1.456953642384106,24.528301886792452
58.0,m,171.0,50.0,18.0,92.0,105.0,35.0,29.0,55.0,30.0,31.0,92.0,49.0,25.0,35.0,23.0,24.7,17.09927841045108,1.541103500742244,11.5,38.5,3.9328340344037485,13.166444376047332,0.8761904761904762,0.5380116959064327,28.956436757132522,156.08974906600344,17.0463,2.6285714285714286,0.5272727272727272,0.5454545454545454,0.31521739130434784,1.0689655172413792,0.532608695652174,13.0,1.0,10.526315789473683,49.4,2.1478260869565218,8.447043534762834,1.9444444444444444,17.543859649122805
59.0,F,156.0,,14.3,134.0,99.0,33.0,31.8,55.0,39.0,26.0,91.0,36.0,20.0,30.0,36.0,25.7,,,,,,,1.3535353535353536,0.8589743589743589,32.80989495738341,,36.7695,4.0606060606060606,0.5781818181818182,0.7090909090909091,0.2373134328358209,0.8176100628930817,0.26865671641791045,-35.0,0.6791044776119403,9.166666666666668,,,10.560486522024982,2.097902097902098,25.0
74.0,Male,160.6,95.0,19.0,109.8,120.0,40.0,34.0,56.0,40.0,35.0,112.0,46.0,24.2,38.9,32.0,40.1,36.832612448027255,2.0586538212034475,30.400000000000002,64.6,11.786435983368722,25.04617646465853,0.9149999999999999,0.6836861768368617,40.96074122702712,130.9745183398195,24.184908,2.745,0.6071428571428571,0.7142857142857143,0.3096539162112933,1.0294117647058822,0.41894353369763204,10.200000000000003,1.0200364298724955,11.83063511830635,42.21052631578948,1.319078947368421,15.547239570167294,2.0473684210526315,24.906600249066003
61.0,MALE,164.0,113.0,19.0,114.0,141.0,41.0,46.4,65.0,42.0,33.0,135.0,44.6,24.0,42.0,43.0,60.8,42.013682331945276,2.2688714766988847,48.589999999999996,64.41,18.065883402736468,23.94779892920881,0.8085106382978723,0.6951219512195121,49.135672031382484,125.99724689957272,26.502299999999998,2.7804878048780486,0.7138461538461538,0.6461538461538462,0.4070175438596491,0.7112068965517242,0.3912280701754386,27.0,1.1842105263157894,11.585365853658537,53.80530973451327,1.2512862728956575,22.605591909577637,2.210526315789474,25.609756097560975
22.0,f,174.0,93.5,16.0,80.0,138.2,32.0,33.4,61.6,39.0,24.0,74.0,41.0,21.0,30.0,38.0,40.0,30.88254723213106,2.125833169998687,35.53,57.97,11.735367948209804,19.147179283921258,0.5788712011577425,0.45977011494252873,42.21215495551979,100.12264353621839,15.171068,2.5,0.5422077922077921,0.6331168831168831,0.4175,0.718562874251497,0.5125,58.19999999999999,0.925,9.195402298850574,42.780748663101605,1.125809175344779,13.21178491214163,1.875,22.413793103448278
70.0,m,167.0,94.5,20.0,,103.0,39.0,40.0,63.6,42.5,,109.0,46.0,23.0,37.0,29.0,35.3,33.88432715407509,2.0937406716210103,27.404999999999998,67.095,9.826454874681774,24.057872279393308,,,29.726822126356943,,,,0.6289308176100629,0.6682389937106918,,,,,,11.976047904191617,37.354497354497354,1.2880861156723227,12.657320090358205,1.85,25.449101796407188
40.0,FEMALE,160.0,92.0,15.0,110.0,134.9,39.0,34.0,67.4,39.0,9.4,110.0,38.0,20.0,26.3,35.0,47.2,35.93749999999999,2.022100118413747,32.199999999999996,59.800000000000004,12.578124999999996,23.359374999999996,0.815418828762046,0.6875,48.65488380573662,133.08596710740653,24.634007,2.8205128205128207,0.5044510385756676,0.5786350148367952,0.3090909090909091,0.27647058823529413,0.34545454545454546,24.900000000000006,1.0,9.375,51.30434782608696,1.4658385093167705,18.437499999999996,1.7533333333333334,24.375
45.0,FEMALE,167.0,88.0,15.0,90.0,122.6,33.3,39.0,61.0,38.0,9.8,94.0,40.0,20.0,36.0,54.0,,31.553659148768332,2.0204509947588987,47.52,40.48,17.0389759403349,14.514683208433432,0.7340946166394781,0.5389221556886228,38.808819346518064,113.7451560852591,16.943932,2.702702702702703,0.639344262295082,0.6229508196721312,0.43333333333333335,0.2512820512820513,0.4444444444444444,32.599999999999994,1.0444444444444445,8.982035928143713,,,,2.4,22.75449101796407
65.0,f,158.0,97.0,16.0,129.6,120.0,36.0,45.0,70.0,38.0,22.9,110.0,42.0,24.0,35.0,53.8,,38.85595257170325,2.063303715457863,52.18599999999999,44.81400000000001,20.904502483576344,17.951450088126904,1.0799999999999998,0.820253164556962,42.42207221587823,151.74737247139262,33.656832,3.5999999999999996,0.6428571428571429,0.5428571428571428,0.3472222222222222,0.5088888888888888,0.32407407407407407,-9.599999999999994,0.8487654320987654,10.126582278481013,,,,2.1875,24.050632911392405
20.0,Male,171.0,42.0,16.1,85.0,75.0,38.0,22.0,53.0,33.7,27.0,100.2,46.0,22.0,47.0,16.0,20.0,14.363393864778908,1.4124446891825535,6.72,35.28,2.298143018364625,12.065250846414283,1.1333333333333333,0.49707602339181284,15.540311969380376,157.34967048560557,14.52,2.236842105263158,0.41509433962264153,0.6358490566037737,0.25882352941176473,1.2272727272727273,0.5411764705882353,-10.0,1.1788235294117648,9.415204678362574,47.61904761904761,2.9761904761904763,6.839711364180432,2.919254658385093,19.70760233918129
69.0,MALE,176.0,100.0,18.2,96.0,109.0,40.0,39.0,58.4,40.0,31.0,103.7,44.0,24.0,38.6,30.2,32.4,32.28305785123967,2.211083193570267,30.2,69.8,9.749483471074381,22.533574380165287,0.8807339449541285,0.5454545454545454,28.682864430363963,116.84256142169482,18.5503,2.4,0.6678082191780822,0.684931506849315,0.40625,0.7948717948717948,0.4583333333333333,13.0,1.0802083333333334,10.340909090909092,32.4,1.0728476821192052,10.459710743801653,2.120879120879121,22.727272727272727
